id,value
421,1
422,1
423,1
424,0
425,0
426,1
427,0
428,0
429,1
430,1
431,1
432,1
433,0
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,0
467,1
468,1
469,1
470,1
471,0
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,0
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,0
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,0
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,0
553,1
554,1
555,1
556,1
557,0
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,0
566,1
567,1
568,0
569,1
570,1
571,1
572,0
573,1
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,0
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,0
592,1
593,1
594,0
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,0
620,1
621,1
622,1
623,0
624,0
625,1
626,0
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,0
647,1
648,1
649,1
650,0
651,0
652,0
653,1
654,1
655,1
656,0
657,0
658,0
659,1
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,0
671,1
672,1
673,0
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,0
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,0
712,1
713,1
714,1
715,1
716,1
717,1
718,0
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,0
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,0
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,0
773,1
774,1
775,1
776,0
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,0
792,0
793,1
794,1
795,1
796,1
797,1
798,0
799,1
800,0
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,0
819,0
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,0
847,1
848,1
849,1
850,1
851,0
852,0
853,0
854,0
855,1
856,1
857,1
858,1
859,1
860,1
861,0
862,1
863,1
864,0
865,0
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,0
875,1
876,1
877,1
878,1
879,0
880,1
881,1
882,0
883,0
884,1
885,1
886,1
887,0
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,0
903,0
904,1
905,1
906,0
907,0
908,0
909,1
910,1
911,1
912,0
913,1
914,1
915,0
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,0
926,1
927,1
928,1
929,0
930,1
931,1
932,1
933,1
934,0
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,0
947,1
948,1
949,0
950,1
951,1
952,0
953,0
954,1
955,0
956,1
957,1
958,1
959,1
960,1
961,0
962,1
963,1
964,1
965,0
966,1
967,1
968,1
969,1
970,1
971,0
972,1
973,1
974,0
975,1
976,1
977,1
978,1
979,1
980,0
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,0
989,1
990,0
991,1
992,1
993,1
994,0
995,0
996,1
997,1
998,0
999,0
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,0
1013,0
1014,1
1015,1
1016,1
1017,1
1018,1
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,0
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,0
1048,1
1049,1
1050,1
1051,0
1052,0
1053,0
1054,1
1055,1
1056,1
1057,0
1058,1
1059,1
1060,1
1061,1
1062,0
1063,1
1064,1
1065,1
1066,1
1067,0
1068,0
1069,1
1070,1
1071,0
1072,1
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,0
1087,1
1088,1
1089,1
1090,1
1091,1
1092,0
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,1
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,1
1129,1
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,1
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,1
1239,1
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,1
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,1
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,1
1349,0
1350,0
1351,1
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,1
1359,1
1360,1
1361,0
1362,0
1363,1
1364,0
1365,0
1366,1
1367,0
1368,0
1369,0
1370,1
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,1
1484,0
1485,1
1486,1
1487,1
1488,1
1489,1
1490,0
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,1
1516,0
1517,0
1518,1
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,0
1539,0
1540,0
1541,0
1542,1
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,0
1550,0
1551,0
1552,1
1553,0
1554,0
1555,0
1556,1
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,1
1584,1
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,0
1608,1
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,1
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,1
1897,1
1898,1
1899,0
1900,0
1901,0
1902,0
1903,0
1904,1
1905,0
1906,0
1907,1
1908,1
1909,1
1910,1
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,1
2021,0
2022,1
2023,1
2024,0
2025,0
2026,0
2027,1
2028,1
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,0
2054,1
2055,0
2056,0
2057,0
2058,1
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,1
2089,0
2090,1
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,0
2099,0
2100,0
2101,0
2102,1
2103,1
2104,1
2105,1
2106,0
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,1
2116,0
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,1
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,1
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,1
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,1
2235,1
2236,0
2237,0
2238,0
2239,1
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,1
2292,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,1
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,1
2364,0
2365,0
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,0
2398,0
2399,0
2400,1
2401,0
2402,1
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,1
2417,0
2418,0
2419,0
2420,0
2421,1
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,0
2444,0
2445,1
2446,0
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,1
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,0
2509,0
2510,0
2511,1
2512,0
2513,1
2514,0
2515,0
2516,0
2517,1
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,1
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,1
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1
2625,1
2626,0
2627,0
2628,1
2629,0
2630,0
2631,1
2632,0
2633,1
2634,1
2635,1
2636,0
2637,1
2638,0
2639,0
2640,0
2641,1
2642,1
2643,0
2644,1
2645,0
2646,0
2647,1
2648,0
2649,0
2650,0
2651,1
2652,1
2653,0
2654,0
2655,1
2656,0
2657,0
2658,0
2659,0
2660,1
2661,0
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,1
2674,0
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,1
2693,0
2694,1
2695,0
2696,1
2697,1
2698,0
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2710,1
2711,0
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,0
2738,0
2739,1
2740,1
2741,1
2742,1
2743,1
2744,0
2745,1
2746,1
2747,1
2748,1
2749,0
2750,0
2751,0
2752,0
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,0
2760,0
2761,1
2762,0
2763,0
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,0
2773,1
2774,0
2775,1
2776,0
2777,1
2778,0
2779,0
2780,0
2781,1
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,1
2789,1
2790,0
2791,0
2792,1
2793,1
2794,0
2795,1
2796,0
2797,1
2798,0
2799,0
2800,1
2801,1
2802,1
2803,0
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,1
2814,0
2815,1
2816,0
2817,0
2818,0
2819,1
2820,0
2821,1
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,0
2843,0
2844,0
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,0
2861,0
2862,0
2863,0
2864,1
2865,1
2866,1
2867,0
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,0
2876,0
2877,0
2878,0
2879,1
2880,0
2881,0
2882,0
2883,1
2884,0
2885,0
2886,1
2887,1
2888,0
2889,0
2890,1
2891,0
2892,0
2893,0
2894,0
2895,1
2896,1
2897,1
2898,1
2899,0
2900,1
2901,0
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,0
2909,1
2910,1
2911,0
2912,0
2913,0
2914,1
2915,1
2916,1
2917,1
2918,0
2919,0
2920,1
2921,1
2922,1
2923,1
2924,1
2925,0
2926,1
2927,1
2928,0
2929,0
2930,1
2931,1
2932,1
2933,0
2934,0
2935,1
2936,1
2937,0
2938,1
2939,1
2940,1
2941,0
2942,0
2943,1
2944,1
2945,1
2946,1
2947,0
2948,0
2949,0
2950,0
2951,1
2952,1
2953,1
2954,0
2955,1
2956,0
2957,1
2958,1
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,1
2967,0
2968,0
2969,1
2970,1
2971,0
2972,0
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,0
2984,1
2985,0
2986,0
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
2997,0
2998,1
